Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR60,OUT049,1379.384404607902
FDC50,OUT019,-340.2531082544433
FDV24,OUT013,2420.169634351455
DRF48,OUT010,1114.8936484944247
FDQ47,OUT046,720.7024107545551
DRN36,OUT049,1683.4037250766805
NCY06,OUT035,2186.54569668034
FDE52,OUT035,1667.7100348612541
NCB54,OUT045,1960.2734232898456
NCF31,OUT035,2544.2467193331745
FDJ08,OUT027,4390.76265434792
NCC07,OUT017,1827.144449290768
NCD19,OUT027,2337.0849311304028
FDL46,OUT049,2028.7564046335747
FDM20,OUT045,3747.4870288986035
NCI06,OUT010,943.0398761002447
DRM11,OUT035,4122.364533017646
NCH07,OUT018,2216.5615376056476
FDS23,OUT013,2100.727800630187
FDO49,OUT018,669.6110700121152
FDS35,OUT049,1217.2217140612672
DRK39,OUT045,1285.9726813735926
DRI39,OUT049,1099.978006582692
FDV04,OUT017,2624.8631109665657
NCN14,OUT035,2975.483390659306
FDH08,OUT013,3643.516715415976
FDS20,OUT046,2869.6655231483446
FDV40,OUT049,1379.9784542136154
FDZ48,OUT010,-86.89226142344012
FDS24,OUT027,2932.0148532120575
FDK44,OUT049,2828.497943221717
FDS48,OUT045,2339.162803170232
FDK26,OUT010,1102.7134493698895
FDD23,OUT045,2937.07155905272
NCH54,OUT017,2634.2183373391244
NCP14,OUT010,-188.7688828344127
FDM60,OUT010,-1102.8992058263439
FDV24,OUT017,2476.4049421632085
FDH08,OUT018,3307.1939714733776
FDS12,OUT027,3456.9008641950736
FDR39,OUT027,4257.419862283465
FDP12,OUT027,2172.1116928418496
DRF60,OUT027,5054.840035189801
FDC09,OUT035,1883.5086627079036
FDF50,OUT018,2792.6310969882393
FDG28,OUT035,3949.8115523137803
NCE19,OUT017,1057.1553589040068
NCM53,OUT010,-135.38119785417905
NCN18,OUT049,1869.1723657928878
FDF32,OUT035,3238.1001142024816
FDF11,OUT013,3794.36755011207
DRI59,OUT049,3568.4143166368185
NCG54,OUT035,2780.9423983464094
FDM44,OUT046,1678.2034344736803
FDT57,OUT018,3413.2142606190378
FDV24,OUT046,2369.635711729047
FDI50,OUT019,1710.7204506835285
FDS09,OUT035,1104.3527497603097
NCC31,OUT027,3861.4868349885737
FDQ07,OUT019,1570.3560600779108
FDC22,OUT017,3127.28160646126
FDZ56,OUT046,2686.5134977821203
FDZ40,OUT019,-886.7626110244155
FDS46,OUT027,3392.0789039431993
DRD24,OUT045,2178.022593193437
FDV45,OUT017,3076.110717187323
FDL26,OUT045,2402.33000013926
FDA56,OUT018,1738.9110946749893
FDN27,OUT046,1901.2545117692046
FDM20,OUT049,3893.609271459047
FDO16,OUT017,1507.2173898711962
FDL03,OUT035,3249.545728230856
FDE58,OUT046,1865.621930293585
FDI02,OUT027,3275.7956275253136
NCC55,OUT019,-1192.3770005445688
FDR03,OUT018,2987.901152054705
FDB14,OUT017,1662.1679460339794
FDR45,OUT013,3772.5792602048527
NCN07,OUT017,2178.6437601828297
FDM51,OUT019,-145.5376841060554
FDT52,OUT027,5264.676501721283
FDL26,OUT046,2437.143782847011
NCZ42,OUT046,3677.868967036171
DRI47,OUT019,456.8521841976942
FDW40,OUT013,2322.4472749602055
FDN34,OUT046,2710.5360779484195
FDS01,OUT035,2961.6490133131797
NCG55,OUT045,1786.9058715791352
FDC11,OUT035,1578.889640068445
FDX35,OUT018,3287.5528220412066
NCB06,OUT046,2504.7436220358863
FDR09,OUT019,2147.0068762252195
FDC53,OUT017,1723.1701314392994
FDY45,OUT013,3990.4304464530264
FDA22,OUT010,754.8653210773699
FDE02,OUT035,1702.443749619093
FDW21,OUT045,1637.825447451059
FDV34,OUT046,1307.5016795396905
FDS59,OUT049,1937.4107538080555
NCW17,OUT017,2147.7122949500326
NCK54,OUT046,1804.4971605622113
FDG17,OUT019,1966.8955471256702
FDG35,OUT017,2883.7181900134237
FDD08,OUT010,-1134.5765725347412
NCO07,OUT017,3381.1193548026713
FDJ10,OUT010,409.07438167931684
FDW36,OUT017,1811.7912010783193
FDW21,OUT010,-104.46172867601024
FDY19,OUT017,2023.89816239477
DRE03,OUT013,889.3223243086381
NCC55,OUT049,786.1303113732856
FDH52,OUT010,-728.1369806091944
FDO09,OUT017,4203.267619634895
FDU43,OUT045,3686.9487312052215
FDX09,OUT010,883.5188100450072
FDH40,OUT019,-431.8870969130994
FDW58,OUT017,1823.742026173326
FDC47,OUT017,3624.1058505220467
NCR41,OUT035,1674.3492540532354
DRG49,OUT035,3913.4476038662797
FDC52,OUT027,3894.6038049572057
FDY13,OUT046,1276.96891887028
FDY35,OUT013,915.8285060569282
FDI35,OUT017,2960.6368349259706
NCU18,OUT049,2342.630963122251
FDY33,OUT018,2273.2012978670014
FDC15,OUT027,3895.3123898934887
FDU01,OUT049,3082.5097281564595
NCU42,OUT046,2650.156888648163
NCV29,OUT018,2512.7320213118337
NCY30,OUT017,2959.9824709975323
FDQ46,OUT049,1913.0945804426633
FDG58,OUT027,3895.0606737330477
FDK33,OUT017,3446.5487531721224
NCD07,OUT045,1756.652065149464
NCX29,OUT027,3699.261649927387
NCT42,OUT013,2382.283708216126
DRN59,OUT035,948.016768182625
FDI44,OUT035,1465.3501433905146
FDA45,OUT049,2867.5663693608894
FDP31,OUT045,1088.4448376179598
FDY01,OUT046,1874.2015536922415
FDT09,OUT018,1921.9124976175208
DRH03,OUT027,2974.0502070128
FDA36,OUT018,2682.4973303911743
NCF31,OUT017,2514.308996755029
FDG14,OUT049,2548.1904585180637
FDG28,OUT027,5255.859874286136
FDU14,OUT049,3974.3028500453975
FDY47,OUT019,277.641069673693
FDI56,OUT049,1604.5953567263794
DRD01,OUT013,1058.29012722566
FDM22,OUT046,1015.6800257938482
FDH33,OUT013,806.1190529789477
DRZ24,OUT013,1906.8063733416104
NCQ38,OUT046,1707.0368517346744
FDO16,OUT027,2848.951686969095
FDU07,OUT027,3804.06722455122
NCB07,OUT013,3053.2156327513007
FDU48,OUT045,2070.6775038584838
NCM43,OUT045,2539.1369107319315
FDR31,OUT010,477.4442687769957
DRK49,OUT018,485.86409650238977
NCI30,OUT010,1891.2851961255456
DRD60,OUT017,2935.4735144551105
NCG19,OUT046,3591.5948980924
FDH12,OUT035,1864.062120350831
FDM32,OUT035,1664.435751725426
FDM27,OUT035,2628.2187787986013
NCU53,OUT027,4016.9563628576116
NCQ18,OUT046,1583.4188645225058
FDS10,OUT013,2857.0583962721116
FDB33,OUT027,3943.7120596345308
FDI12,OUT013,1500.6283829248773
NCW42,OUT013,3454.6539365411886
NCC06,OUT018,1793.7615499003132
FDW02,OUT017,2170.502748485484
NCD43,OUT017,1793.7506507598985
FDM57,OUT018,1168.9960201417903
FDA58,OUT017,3746.909297591485
FDK56,OUT046,2868.859468407235
FDP52,OUT045,3566.3611914910985
FDW20,OUT018,1741.1552858084324
FDS52,OUT049,1776.7492541255103
NCT29,OUT018,1649.0057833972264
NCL54,OUT013,2751.190786537149
FDC05,OUT045,3073.984942677342
FDF34,OUT035,3278.4095301596935
FDP03,OUT027,3472.9430691699076
FDD32,OUT010,-434.45057683997436
FDZ10,OUT045,1993.9399995433125
FDZ40,OUT035,1122.3963525441525
FDD51,OUT018,516.6908408515707
NCY30,OUT019,946.5225128342406
FDP58,OUT017,3467.8473464158474
FDV49,OUT017,4193.470258837233
FDY24,OUT019,-941.3729488748797
NCO55,OUT017,1823.9188677395114
FDR13,OUT017,2050.362846686614
FDS51,OUT017,1189.7139975779805
FDP26,OUT045,1615.80484186025
NCB54,OUT027,3480.87727345286
FDF32,OUT017,3166.545879539178
FDN31,OUT018,2700.7869137715848
DRM48,OUT017,765.5148622375214
FDN20,OUT049,2775.503983773764
DRL01,OUT046,3623.2447469826925
FDV56,OUT049,1913.0969256332835
DRH13,OUT027,3174.4565178372745
FDA03,OUT017,2462.1273793855803
FDF47,OUT027,4894.181646105177
FDX32,OUT046,2355.191778183758
FDX57,OUT049,1735.696890063728
NCA30,OUT045,2873.1188278889917
FDO49,OUT013,974.9194416484168
FDL04,OUT019,-167.80036313159326
DRM48,OUT035,825.1720133676997
FDR16,OUT013,3368.339571015937
NCC19,OUT018,2710.4954688865055
NCE42,OUT045,3570.9096482473738
FDY24,OUT017,1090.8768399209437
FDH19,OUT049,2878.5713045227567
FDJ46,OUT013,2759.4005106592576
FDN45,OUT010,1587.3242280400868
FDY08,OUT035,2398.772205265708
FDZ37,OUT035,1626.7557550636982
NCT30,OUT045,777.8860070461745
DRY23,OUT018,526.9236785631005
NCZ30,OUT018,1682.233677915403
FDC44,OUT018,1542.390152175085
FDB45,OUT035,1873.252866193149
FDY04,OUT013,2669.5588390578982
FDM27,OUT046,2525.9203542419823
FDZ43,OUT017,3877.353616943534
FDT39,OUT019,601.4654602955202
NCC06,OUT019,170.0645591045634
FDL15,OUT027,3876.9166421732475
FDL57,OUT017,4122.935497378638
FDU08,OUT046,1628.3466397487941
FDK40,OUT017,4159.584103077233
FDQ12,OUT010,1698.3633906983587
FDS48,OUT017,2506.1876625124255
FDP09,OUT045,3260.859024041073
FDW21,OUT049,1775.060510462683
FDY25,OUT035,2982.0668475866273
DRE13,OUT017,1524.2590931005861
FDV43,OUT019,-1076.4292785361297
FDD22,OUT045,1750.746484977608
FDM46,OUT019,-369.85680089489074
NCO30,OUT010,1013.5279826405357
FDM25,OUT046,2774.9962467294717
NCN41,OUT049,2068.8199825185966
FDU24,OUT045,1486.8750615272195
FDZ50,OUT046,2918.3009902878925
FDP45,OUT013,3979.40426545312
NCM54,OUT045,1947.0108556224395
FDW10,OUT019,870.912510807317
FDP20,OUT017,2162.7228269136344
FDK32,OUT046,2436.608621104289
FDN52,OUT049,1590.4450480915184
FDM58,OUT045,1787.2652020902683
FDZ46,OUT027,3225.57132823076
NCA18,OUT018,1609.5973540141663
FDD35,OUT046,1959.5496418915554
NCK31,OUT035,1027.985596487389
FDI40,OUT027,3105.6181174778953
FDT50,OUT019,-242.28712763251724
NCT06,OUT046,2573.1894956880033
FDT31,OUT035,3112.5250759868627
FDT45,OUT049,1049.294419795678
FDT13,OUT045,2881.6575647022587
FDO50,OUT045,1430.1268058976077
NCU18,OUT010,353.2505230900414
NCR54,OUT049,3114.9633747009043
NCO18,OUT018,2528.5246665039576
FDU09,OUT045,979.3510785136879
FDT13,OUT018,2683.869470102691
FDE09,OUT046,1833.3059261031506
NCK53,OUT019,-228.1924322797165
FDG45,OUT049,3413.4409530684497
DRH15,OUT035,931.4975713600521
FDO21,OUT019,1680.8301184576674
FDD14,OUT027,4297.979926227337
FDC09,OUT046,1736.2367166925621
FDH45,OUT027,2263.6803143405778
FDV32,OUT046,1119.3853350415468
FDG12,OUT035,2099.113227210115
FDS32,OUT013,2328.784767887076
NCL55,OUT018,3573.050996881735
DRE01,OUT035,3864.216987483714
DRE15,OUT049,1387.3871486913933
NCL42,OUT045,3736.2243205345753
FDP31,OUT013,1161.9884008858935
FDN33,OUT018,1304.9018318460585
FDZ59,OUT046,2637.5832059627073
FDE45,OUT010,931.7170442615119
FDJ07,OUT013,1961.6670586195582
FDQ45,OUT018,2670.282769785313
FDM33,OUT027,4824.039690171044
FDO15,OUT010,-519.8793843700572
FDM46,OUT013,1552.2680968235723
FDR03,OUT045,3190.1469128328367
FDY49,OUT018,2422.8546695172167
FDQ60,OUT045,1893.1457125231027
FDW10,OUT049,2873.0294967280406
FDO51,OUT049,966.928791113256
FDJ40,OUT018,1551.9973485984337
FDS20,OUT018,2597.080712696284
FDU45,OUT013,1923.3271779213505
FDV02,OUT035,2814.6978870450143
FDN09,OUT046,3749.953720491576
NCM55,OUT027,4327.740943355288
FDN23,OUT018,2074.7410184810738
FDY31,OUT010,450.2085101045542
FDW03,OUT010,-72.42038015894093
FDD14,OUT046,2856.446521849188
FDV23,OUT017,2110.067474773322
DRI03,OUT045,2682.7673466244787
FDN13,OUT035,1758.8482051068322
FDF45,OUT027,2527.520464847725
FDU46,OUT035,1659.9024346962128
FDB57,OUT049,3617.7675884732234
FDV12,OUT049,1780.8452666320322
FDQ58,OUT013,2424.873672245987
NCA18,OUT017,1958.020084250711
FDH52,OUT049,1217.0359060082642
FDM24,OUT018,2151.712317847276
NCP43,OUT027,4256.692458316628
NCO18,OUT019,906.7840279517679
FDM32,OUT017,1615.195162805006
NCL07,OUT017,801.8355201841126
FDK03,OUT013,3992.6014048678226
FDP59,OUT017,1831.4802249927109
FDQ24,OUT049,3974.604689529103
FDQ16,OUT018,1532.999258442855
FDU44,OUT013,2626.3319340125636
FDH28,OUT010,-1126.9730431551795
FDV28,OUT019,-1200.6081058872196
FDM22,OUT045,947.904831778426
FDR56,OUT046,3097.6420990126903
FDV39,OUT049,3183.5460407535547
FDU37,OUT019,-506.25545936869196
FDQ11,OUT010,2181.318352340778
FDX02,OUT045,3412.8624213442704
NCS42,OUT018,1242.9976161790146
FDY57,OUT027,3014.8700631256447
FDB21,OUT049,3819.7076389485264
FDE28,OUT017,3682.56678837678
FDQ55,OUT017,1994.739993777582
FDA48,OUT049,3546.589733416916
FDZ19,OUT045,2679.1758959254676
NCC43,OUT045,3797.5337907779626
NCV18,OUT046,1335.3616333727455
NCA42,OUT018,2216.5400007928993
FDY45,OUT046,3949.4901743402106
NCC30,OUT045,2735.6455867996433
FDM57,OUT013,1506.8977422823796
FDL09,OUT010,774.8499612435247
FDB09,OUT027,3448.7555113464314
FDT44,OUT035,2054.2912025825217
NCT06,OUT027,3995.36125205819
FDX26,OUT049,2976.602520581373
FDK32,OUT013,2507.853207231588
DRA12,OUT046,2240.55573400826
FDO46,OUT010,1114.508602715056
FDE52,OUT013,1519.1171949899217
NCH42,OUT045,3497.043051737472
FDV08,OUT035,911.3748663967781
FDB47,OUT018,3019.274040978585
FDC28,OUT010,-107.05902359027993
FDD22,OUT046,1837.3886828013347
FDS07,OUT027,3271.5142342946615
DRI13,OUT045,3300.952592147801
FDG32,OUT018,3175.4312664499944
FDU14,OUT017,3974.3573738138266
FDD28,OUT019,-863.5343473333976
NCP41,OUT017,1880.0758094104447
FDS08,OUT049,2867.480820478285
FDX47,OUT045,2491.096193652867
FDC53,OUT019,-183.08310710176602
FDQ19,OUT035,3925.8699671290346
FDL14,OUT045,2453.041745372468
FDM33,OUT019,1545.5297519855565
FDA51,OUT045,1789.4543607980422
FDZ27,OUT018,617.8500868763116
FDT04,OUT046,745.1133388159899
DRC13,OUT049,2123.649241225687
FDR16,OUT027,4791.908717572184
FDQ03,OUT027,5116.80455519546
FDE38,OUT035,2799.8801845587377
DRH23,OUT027,2382.2669890797847
FDT11,OUT019,1140.3272218007712
FDD09,OUT035,2973.9611835742285
FDR40,OUT045,1369.1912077659676
FDX07,OUT017,3008.136799118481
FDR07,OUT035,1749.1510317052614
FDA51,OUT017,1966.6123766137189
FDT59,OUT019,1724.434958082364
FDF20,OUT017,3170.5039650290355
FDR13,OUT045,1861.1844300352104
FDY26,OUT049,3434.025570751616
FDW04,OUT017,2214.59964717494
FDK52,OUT017,3614.203818530474
FDN60,OUT049,2589.737889457897
FDM09,OUT019,864.2300017043142
FDP46,OUT049,1549.0845611612822
FDB50,OUT019,-573.1607888004156
NCQ29,OUT049,4059.9903549694786
FDP16,OUT027,5234.0281635195
FDX33,OUT018,2308.2185742593488
FDP07,OUT010,1234.3032445054005
FDN22,OUT046,3885.8312434093564
FDF39,OUT049,4192.606425094747
FDS21,OUT017,1225.8229377337702
NCM42,OUT013,1771.3912354418517
FDK50,OUT019,718.2668158042659
DRF13,OUT027,3745.2447666146286
FDH35,OUT018,2322.9214344302077
FDP60,OUT018,1344.2432133873008
DRJ49,OUT027,3490.5195994250894
NCT42,OUT019,481.8276567324433
FDE38,OUT049,2758.022864779173
FDI04,OUT049,3254.5169827794252
NCH54,OUT045,2418.42303033523
FDT56,OUT049,1174.1207439467162
DRD15,OUT018,3325.424200341124
FDV58,OUT013,3056.0141673907256
FDP21,OUT049,3095.277734262837
FDH05,OUT013,3685.5920097426083
FDR10,OUT027,4000.4217869315967
NCP06,OUT045,2297.753050307424
FDF33,OUT049,1848.1286810770182
DRK37,OUT013,2970.480830915442
DRH49,OUT045,1335.8893244760386
FDT58,OUT013,2678.2489857618507
FDD41,OUT018,1474.5376143259073
FDP40,OUT018,1584.457179593595
FDM51,OUT027,3140.7604525666634
FDO45,OUT010,-383.52002739632997
FDW33,OUT010,-154.28692155938563
FDY24,OUT045,924.157923293041
FDB10,OUT010,1784.7055183664384
FDM40,OUT035,2373.1445972061965
NCI06,OUT017,2926.585851253407
FDW12,OUT019,470.4216477740497
FDX48,OUT027,3939.0364796820327
NCW05,OUT027,3127.617466533121
FDX27,OUT017,1696.283313645621
DRM37,OUT045,3007.0754471447012
FDA38,OUT045,3697.2088074053922
FDR36,OUT046,779.8595724241322
FDZ45,OUT046,3104.128734729623
FDG05,OUT017,2630.6187178057635
FDK28,OUT013,4032.139262676017
FDV47,OUT045,1370.8882643963811
FDN21,OUT045,2472.4399256936817
FDP20,OUT027,3476.4692913653666
FDI35,OUT045,2798.1659975007487
DRY23,OUT013,850.0606313851738
FDA56,OUT017,2100.682555182295
FDB09,OUT013,2037.1439408277802
NCO26,OUT027,3296.7394616762003
FDQ49,OUT018,2266.79945601371
FDI52,OUT027,3389.2688307596454
FDZ44,OUT027,3343.094083946911
FDZ09,OUT018,2326.23172343544
FDY03,OUT049,1987.7488958584945
NCG42,OUT017,2161.386394321771
DRI13,OUT027,4803.774718889858
FDQ32,OUT013,2111.893492494895
FDW16,OUT035,1709.6640867186115
FDU27,OUT046,862.5169781751483
FDR28,OUT010,754.0430750229247
FDQ49,OUT010,675.8180454778952
FDS37,OUT046,1890.938550983959
FDW26,OUT018,3200.622803859784
FDX12,OUT018,3504.0454085194374
NCP06,OUT013,2415.612028633127
FDW45,OUT010,447.8363930799334
NCN30,OUT049,1654.0620828130034
FDN24,OUT049,1043.513449818925
NCL41,OUT027,2055.9174742583045
FDR02,OUT019,-54.093384770563944
FDD09,OUT010,967.8574317145166
FDS33,OUT010,-346.76455580313643
FDU22,OUT045,1860.8550434922624
FDI53,OUT013,2622.464713721363
DRH01,OUT049,2840.766680208346
FDX32,OUT013,2344.9966058776517
NCP30,OUT018,465.9369494751345
FDB60,OUT045,3021.0965484658045
FDB14,OUT049,1675.51624470748
NCP02,OUT035,1149.7455628314422
FDJ10,OUT017,2373.4569262893033
FDG34,OUT046,1841.637516560062
NCB18,OUT017,1552.195751581679
FDM16,OUT049,1411.379400779767
FDW25,OUT018,1154.0688502612816
FDB35,OUT010,-315.4896270600542
DRN11,OUT013,2267.933005129762
FDF41,OUT019,1947.987430247592
FDH16,OUT045,1414.617239084281
NCQ50,OUT018,3011.1584550727575
DRH23,OUT018,693.1737780348153
DRJ37,OUT013,2424.412209642027
DRJ24,OUT027,4296.009560386766
FDY16,OUT035,3040.5990455224164
FDQ27,OUT045,1700.249710544208
FDZ33,OUT045,2286.2898077240657
FDF29,OUT045,2103.800174751653
FDA08,OUT049,2721.8133161172827
FDG31,OUT046,1128.8016682174025
FDE34,OUT019,1066.1782164240929
NCR30,OUT027,2652.620516733482
FDV33,OUT035,4177.029956200871
DRZ24,OUT018,1650.8781180138913
NCL54,OUT035,2810.908495299512
FDR12,OUT049,2884.070300497174
NCC54,OUT046,3712.623917446773
DRN59,OUT013,856.5306678035016
FDX50,OUT019,-66.28745875590744
FDV31,OUT027,4213.840782339436
NCA29,OUT027,4129.577040338582
FDW60,OUT049,2934.9015474170355
FDX08,OUT017,2986.151844655999
DRD49,OUT013,3647.374343869551
FDD33,OUT046,3555.0671501115994
FDW35,OUT013,844.8717689614396
FDJ36,OUT017,1815.9681130044428
FDV51,OUT035,2783.376980343839
FDW36,OUT046,1741.853053003916
FDH35,OUT046,2602.931127869028
NCS30,OUT027,3484.6330032503415
FDN49,OUT017,859.300379339003
FDL08,OUT018,3530.8929007833344
FDI09,OUT013,3765.9841628140703
FDP19,OUT018,1768.5480967437907
FDU21,OUT010,-1183.3534365909286
NCP41,OUT045,1689.4040913301535
FDY10,OUT013,1877.8005249683342
FDP12,OUT018,478.84897447268554
NCN26,OUT049,1948.357546948582
FDK44,OUT013,2764.7716776807238
FDC28,OUT049,1868.4987103530793
FDJ41,OUT027,5506.050096036327
NCT29,OUT035,2111.792935596399
NCH42,OUT019,1669.186796617558
FDU60,OUT018,2410.6135818300877
FDS02,OUT045,2964.840058355561
FDC51,OUT046,2031.532725750818
FDU03,OUT013,2933.980943942195
FDX39,OUT045,3286.618884397507
NCY05,OUT010,-1195.9289058120817
NCL06,OUT027,5411.168849586521
FDD32,OUT035,1536.4190736003236
NCN41,OUT045,1903.4514812666096
NCX53,OUT049,2341.7208140188777
FDU57,OUT019,550.9262798622581
FDQ23,OUT046,1713.9832958596717
FDQ52,OUT045,3779.616114711611
FDC14,OUT045,744.984120061527
FDY09,OUT035,2937.1009963597953
FDQ28,OUT045,2462.278552477764
FDV25,OUT046,3431.9737349310535
FDJ07,OUT035,2034.74129849669
DRB25,OUT049,1819.8641992989762
FDK52,OUT019,1607.8088129441223
FDY52,OUT027,2530.9618499958488
FDB28,OUT046,3083.8389355652853
FDT36,OUT035,812.7085649432743
FDV25,OUT017,3553.7106319534237
NCN07,OUT027,3508.5353656325055
FDC57,OUT017,3179.768883624616
FDQ03,OUT018,3433.7820224867087
FDU23,OUT017,2745.593053522786
NCX41,OUT035,3435.254853927271
NCD06,OUT035,963.6773106188676
FDW08,OUT045,1645.1142304593238
NCU29,OUT017,2402.0847538806593
NCE06,OUT013,2555.5305085922373
FDV52,OUT010,42.809050393224766
FDB02,OUT017,2927.906557747108
NCR18,OUT045,718.6040403882162
FDK16,OUT049,1648.359695975284
NCQ29,OUT010,2064.3033912363962
FDZ01,OUT019,-95.49243015079514
FDW27,OUT035,2643.076828553688
FDD17,OUT018,3430.4553329879495
FDW39,OUT013,2836.6131923241833
DRH59,OUT045,1149.4180822161825
FDS52,OUT013,1730.686954048098
FDU40,OUT027,4497.142306891739
NCF54,OUT013,2756.8648695112506
FDH46,OUT045,1674.6360055829607
NCP14,OUT049,1761.9097256465272
FDH50,OUT049,3026.837725958727
DRF15,OUT010,544.9587757178232
FDV27,OUT027,2940.768290577668
NCJ06,OUT049,2034.2001682741036
FDN02,OUT018,2942.875405644472
FDQ51,OUT049,983.5764502325417
FDQ07,OUT017,3602.2252116570503
FDS45,OUT049,1880.647863757301
NCJ06,OUT045,1885.1240909930737
FDD36,OUT035,2057.764724229508
FDY25,OUT045,2799.980642998939
FDU52,OUT046,2448.9267790765807
DRK47,OUT017,3606.0765457987936
NCL30,OUT017,2140.174481180971
