Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCN14,OUT035,3062.8407695389983
FDH08,OUT013,3806.322439994744
FDS20,OUT046,3062.8407695389983
FDV40,OUT049,1139.8614285585932
FDZ48,OUT010,256.5749277704088
FDS24,OUT027,2586.4558641897606
FDK44,OUT049,2834.7328378546563
FDS48,OUT045,2484.4689712888717
FDK26,OUT010,490.39977343372675
FDD23,OUT045,3065.2695899448286
NCH54,OUT017,2566.145646927349
NCP14,OUT010,240.94141696152215
FDM60,OUT010,131.8168366527504
FDV24,OUT017,2485.8141864422
FDH08,OUT018,3658.6179568846082
FDS12,OUT027,2960.502798492395
FDR39,OUT027,4823.4872584187315
FDP12,OUT027,964.3326266972949
DRF60,OUT027,5835.830011291508
FDC09,OUT035,1576.3832015940277
FDF50,OUT018,3073.150510182667
FDG28,OUT035,3912.393761496255
NCE19,OUT017,919.4012146096867
NCM53,OUT010,248.05232370183438
NCN18,OUT049,1688.3321750099617
FDF32,OUT035,3131.0311510406364
FDF11,OUT013,3904.5501892102566
DRI59,OUT049,3758.8586251801858
NCG54,OUT035,2759.3581740720783
FDM44,OUT046,1571.6279058275613
FDT57,OUT018,3708.5098585317382
FDV24,OUT046,2485.8141864422
FDI50,OUT019,571.0714158883682
FDS09,OUT035,757.1348686881731
NCC31,OUT027,4090.8005417337317
FDQ07,OUT019,573.9752296258524
FDC22,OUT017,3068.186307137805
FDZ56,OUT046,2756.327292939447
FDZ40,OUT019,131.8168366527504
FDS46,OUT027,2936.566071426725
DRD24,OUT045,2021.5166734233112
FDV45,OUT017,3066.682759056528
FDL26,OUT045,2515.3018538925207
FDA56,OUT018,2010.8403989727276
FDN27,OUT046,1955.171017387129
FDM20,OUT049,3912.393761496255
FDO16,OUT017,1370.7454337776587
FDL03,OUT035,3068.186307137805
FDE58,OUT046,1952.234865041014
FDI02,OUT027,2918.352375709921
NCC55,OUT019,131.8168366527504
FDR03,OUT018,3310.5167317104524
FDB14,OUT017,1509.1037460366624
FDR45,OUT013,3909.585351096284
NCN07,OUT017,2016.379695012311
FDM51,OUT019,250.07491839525224
FDT52,OUT027,5832.71795780958
FDL26,OUT046,2503.4888003892606
NCZ42,OUT046,3893.5410872664584
DRI47,OUT019,364.2495791484083
FDW40,OUT013,2027.5786959476065
FDN34,OUT046,2756.327292939447
FDS01,OUT035,2891.7247383785866
NCG55,OUT045,1952.234865041014
FDC11,OUT035,1451.6195755197714
FDX35,OUT018,3607.9028946585017
NCB06,OUT046,2560.2639889099673
FDR09,OUT019,572.6334715056901
FDC53,OUT017,1535.8707571302741
FDY45,OUT013,4041.984483464869
FDA22,OUT010,380.21684976671116
FDE02,OUT035,1535.8707571302741
FDW21,OUT045,1564.76115872784
FDV34,OUT046,1152.812147915441
FDS59,OUT049,1590.5082931257077
NCW17,OUT017,2016.379695012311
NCK54,OUT046,1952.234865041014
FDG17,OUT019,571.0714158883682
FDG35,OUT017,2834.7328378546563
FDD08,OUT010,131.8168366527504
NCO07,OUT017,3624.1386796124348
FDJ10,OUT010,274.95361685585397
FDW36,OUT017,1576.3832015940277
FDW21,OUT010,239.87459020861678
FDY19,OUT017,1952.234865041014
DRE03,OUT013,777.223762146187
NCC55,OUT049,671.9111582370958
FDH52,OUT010,135.33708389921043
FDO09,OUT017,4073.675830365415
FDU43,OUT045,3896.447865271776
FDX09,OUT010,423.46566187750864
FDH40,OUT019,200.1466219374961
FDW58,OUT017,1576.3832015940277
FDC47,OUT017,3764.284884120048
NCR41,OUT035,1535.8707571302741
DRG49,OUT035,3894.1942330467014
FDC52,OUT027,4057.5462614667963
FDY13,OUT046,1155.7777132316573
FDY35,OUT013,710.2886406651605
FDI35,OUT017,3040.488205184439
NCU18,OUT049,2032.9784342577675
FDY33,OUT018,2555.966536458893
FDC15,OUT027,4193.103546365278
FDU01,OUT049,3066.682759056528
NCU42,OUT046,2759.3581740720783
NCV29,OUT018,2876.6923324534746
NCY30,OUT017,3062.8407695389983
FDQ46,OUT049,1713.3985214659808
FDG58,OUT027,4090.8005417337317
FDK33,OUT017,3619.233917811792
NCD07,OUT045,1949.5280145029021
NCX29,OUT027,4019.2830591062248
NCT42,OUT013,2484.4689712888717
DRN59,OUT035,738.2276391697494
FDI44,OUT035,1272.9949859302328
FDA45,OUT049,2881.7133752681175
FDP31,OUT045,1072.6239109023452
FDY01,OUT046,1946.7193027251633
FDT09,OUT018,2018.7817796676636
DRH03,OUT027,2865.1969730952096
FDA36,OUT018,3066.682759056528
NCF31,OUT017,2503.4888003892606
FDG14,OUT049,2485.8141864422
FDG28,OUT027,5835.830011291508
FDU14,OUT049,4031.7169049483746
FDY47,OUT019,282.89530193610824
FDI56,OUT049,1474.826699210865
DRD01,OUT013,1012.139106781842
FDM22,OUT046,952.1436935576232
FDH33,OUT013,705.8760633981507
DRZ24,OUT013,1963.8347223433143
NCQ38,OUT046,1576.3832015940277
FDO16,OUT027,2280.4826257779623
FDU07,OUT027,4038.637657329698
NCB07,OUT013,3068.186307137805
FDU48,OUT045,2016.379695012311
NCM43,OUT045,2573.0714589123168
FDR31,OUT010,361.21437926911835
DRK49,OUT018,667.3437270134913
NCI30,OUT010,574.8653814463077
DRD60,OUT017,3025.306165056754
NCG19,OUT046,3833.0079161729977
FDH12,OUT035,1576.3832015940277
FDM32,OUT035,1507.4901730193283
FDM27,OUT035,2516.3990357338366
NCU53,OUT027,4232.090122884794
NCQ18,OUT046,1549.7308944952417
FDS10,OUT013,2941.825294166999
FDB33,OUT027,4193.103546365278
FDI12,OUT013,1511.1607553265535
NCW42,OUT013,3714.2513614142545
NCC06,OUT018,2016.379695012311
FDW02,OUT017,2013.551124364679
NCD43,OUT017,1576.3832015940277
FDM57,OUT018,1395.2423522920608
FDA58,OUT017,3850.6473906443425
FDK56,OUT046,3066.682759056528
FDP52,OUT045,3803.6051935634373
FDW20,OUT018,2013.551124364679
FDS52,OUT049,1557.3725152770012
NCT29,OUT018,2008.8001955938632
NCL54,OUT013,2858.864167628861
FDC05,OUT045,3069.190786729243
FDF34,OUT035,3070.603955840942
FDP03,OUT027,2960.502798492395
FDD32,OUT010,192.55609570154712
FDZ10,OUT045,2016.379695012311
FDZ40,OUT035,917.7015884190713
FDD51,OUT018,670.193991442762
NCY30,OUT019,429.61567060374284
FDP58,OUT017,3648.7583430860395
FDV49,OUT017,4078.693131567411
FDY24,OUT019,131.8168366527504
NCO55,OUT017,1578.8522424118246
FDR13,OUT017,1952.234865041014
FDS51,OUT017,1028.3442028917352
FDP26,OUT045,1576.3832015940277
NCB54,OUT027,2960.8587219898886
FDF32,OUT017,3070.603955840942
FDN31,OUT018,3066.682759056528
DRM48,OUT017,659.6257140077163
FDN20,OUT049,2753.77383054856
DRL01,OUT046,3789.8537290178183
FDV56,OUT049,1578.8522424118246
DRH13,OUT027,2903.2979636797604
FDA03,OUT017,2484.4689712888717
FDF47,OUT027,5835.830011291508
FDX32,OUT046,2484.4689712888717
FDX57,OUT049,1535.8707571302741
NCA30,OUT045,3065.2695899448286
FDO49,OUT013,778.4683267369151
FDL04,OUT019,250.57497803788624
DRM48,OUT035,663.2579802395692
FDR16,OUT013,3627.0947361229255
NCC19,OUT018,3068.186307137805
NCE42,OUT045,3865.8903145131403
FDY24,OUT017,917.7015884190713
FDH19,OUT049,2834.7328378546563
FDJ46,OUT013,2834.7328378546563
FDN45,OUT010,573.5396591228565
FDY08,OUT035,2018.7817796676636
FDZ37,OUT035,1446.9787027974912
NCT30,OUT045,742.6301073202928
DRY23,OUT018,667.3437270134913
NCZ30,OUT018,2010.8403989727276
FDC44,OUT018,1937.88315025387
FDB45,OUT035,1576.3832015940277
FDY04,OUT013,2571.187897963622
FDM27,OUT046,2560.2639889099673
FDZ43,OUT017,3890.4981765724806
FDT39,OUT019,365.25089888460184
NCC06,OUT019,281.61756947282305
FDL15,OUT027,4090.8005417337317
FDL57,OUT017,4036.8751591947807
FDU08,OUT046,1547.994061656445
FDK40,OUT017,4095.4467393912596
FDQ12,OUT010,570.6358453853722
FDS48,OUT017,2485.8141864422
FDP09,OUT045,3618.186147514494
FDW21,OUT049,1549.7308944952417
FDY25,OUT035,3025.306165056754
DRE13,OUT017,1423.7555589387086
FDV43,OUT019,131.8168366527504
FDD22,OUT045,1713.3985214659808
FDM46,OUT019,234.9010367612653
NCO30,OUT010,479.5866504904565
FDM25,OUT046,2834.7328378546563
NCN41,OUT049,2010.8403989727276
FDU24,OUT045,1516.2286661845264
FDZ50,OUT046,3062.8407695389983
FDP45,OUT013,4013.2830715456994
NCM54,OUT045,2013.551124364679
FDW10,OUT019,421.47174391803253
FDP20,OUT017,2016.379695012311
FDK32,OUT046,2485.8141864422
FDN52,OUT049,1460.8015283536122
FDM58,OUT045,1688.3321750099617
FDZ46,OUT027,2918.352375709921
NCA18,OUT018,1952.234865041014
FDD35,OUT046,2010.8403989727276
NCK31,OUT035,743.0448709470431
FDI40,OUT027,2885.2593185728842
FDT50,OUT019,239.57243299872792
NCT06,OUT046,2573.0714589123168
FDT31,OUT035,3066.682759056528
FDT45,OUT049,875.0974121903739
FDT13,OUT045,3065.2695899448286
FDO50,OUT045,1482.2775937948381
NCU18,OUT010,274.46445627295327
NCR54,OUT049,3068.186307137805
NCO18,OUT018,2879.0298624980387
FDU09,OUT045,920.4360251883589
FDT13,OUT018,3066.682759056528
FDE09,OUT046,1713.3985214659808
NCK53,OUT019,250.07491839525224
FDG45,OUT049,3621.3542500080275
DRH15,OUT035,687.0475765281284
FDO21,OUT019,571.0714158883682
FDD14,OUT027,5190.682675367453
FDC09,OUT046,1576.3832015940277
FDH45,OUT027,972.9355056186041
FDV32,OUT046,1130.7752528052633
FDG12,OUT035,1982.5962352224346
FDS32,OUT013,2018.7817796676636
NCL55,OUT018,3880.001659971444
DRE01,OUT035,3887.983766802015
DRE15,OUT049,1280.6558782756972
NCL42,OUT045,3905.141062697384
FDP31,OUT013,1236.565903662948
FDN33,OUT018,1520.5988242225887
FDZ59,OUT046,2573.0714589123168
FDE45,OUT010,427.0904202344265
FDJ07,OUT013,1963.8347223433143
FDQ45,OUT018,3066.682759056528
FDM33,OUT027,5835.830011291508
FDO15,OUT010,150.93476087228984
FDM46,OUT013,1540.074310203346
FDR03,OUT045,3386.328840591276
FDY49,OUT018,2652.121771219927
FDQ60,OUT045,1976.4974895335672
FDW10,OUT049,2837.713590535018
FDO51,OUT049,685.9512622052697
FDJ40,OUT018,1588.28814878736
FDS20,OUT018,3055.843769110326
FDU45,OUT013,1798.5675854604822
FDV02,OUT035,2759.3581740720783
FDN09,OUT046,3904.5422584131984
NCM55,OUT027,5190.682675367453
FDN23,OUT018,2470.5937979117857
FDY31,OUT010,364.0107334255167
FDW03,OUT010,240.94141696152215
FDD14,OUT046,3062.8407695389983
FDV23,OUT017,2013.551124364679
DRI03,OUT045,2833.3196687429577
FDN13,OUT035,1549.7308944952417
FDF45,OUT027,1306.201707007932
FDU46,OUT035,1451.6195755197714
FDB57,OUT049,3729.412857404613
FDV12,OUT049,1549.7308944952417
FDQ58,OUT013,2485.8141864422
NCA18,OUT017,1949.5280145029021
FDH52,OUT049,1021.1947343392577
FDM24,OUT018,2481.785458518793
NCP43,OUT027,4835.1321150391705
NCO18,OUT019,427.5224241532134
FDM32,OUT017,1485.5289358348264
NCL07,OUT017,662.4812174971906
FDK03,OUT013,4014.349737011097
FDP59,OUT017,1576.3832015940277
FDQ24,OUT049,4014.6653329528954
FDQ16,OUT018,1590.5082931257077
FDU44,OUT013,2561.670158580718
FDH28,OUT010,131.8168366527504
FDV28,OUT019,131.8168366527504
FDM22,OUT045,911.492331423202
FDR56,OUT046,3068.186307137805
FDV39,OUT049,3070.603955840942
FDU37,OUT019,172.71171846402117
FDQ11,OUT010,572.4399364729259
FDX02,OUT045,3729.3787859358767
NCS42,OUT018,1512.9579794318697
FDY57,OUT027,2864.8410495977155
FDB21,OUT049,3895.8467863268706
FDE28,OUT017,3801.6199587189367
FDQ55,OUT017,1937.88315025387
FDA48,OUT049,3722.461046048349
FDZ19,OUT045,2833.3196687429577
NCC43,OUT045,4017.1900758184493
NCV18,OUT046,1391.2417857899202
NCA42,OUT018,2557.580476139888
FDY45,OUT046,4051.4386234311323
NCC30,OUT045,2940.4121250553
FDM57,OUT013,1511.0309236350863
FDL09,OUT010,381.7197470180066
FDB09,OUT027,2960.502798492395
FDT44,OUT035,1976.4974895335672
NCT06,OUT027,4232.090122884794
FDX26,OUT049,3062.8407695389983
FDK32,OUT013,2503.4888003892606
DRA12,OUT046,2056.619903057754
FDO46,OUT010,489.25608463745493
FDE52,OUT013,1522.6763191668936
NCH42,OUT045,3802.7407238417113
FDV08,OUT035,670.4526076082788
FDB47,OUT018,3478.0830619415847
FDC28,OUT010,256.8424834055323
FDD22,OUT046,1937.88315025387
FDS07,OUT027,2921.477672387961
DRI13,OUT045,3645.139803073132
FDG32,OUT018,3572.6340295282553
FDU14,OUT017,4025.2681502955907
FDD28,OUT019,132.8205352443013
NCP41,OUT017,1590.5082931257077
FDS08,OUT049,2834.7328378546563
FDX47,OUT045,2550.85297129534
FDC53,OUT019,248.79718593196696
FDQ19,OUT035,3915.034808098559
FDL14,OUT045,2503.4888003892606
FDM33,OUT019,572.1711385382988
FDA51,OUT045,1937.88315025387
FDZ27,OUT018,740.0195676635045
FDT04,OUT046,676.2502821163306
DRC13,OUT049,2013.551124364679
FDR16,OUT027,5835.830011291508
FDQ03,OUT027,5835.830011291508
FDE38,OUT035,2677.5377980838252
DRH23,OUT027,1237.643526211402
FDT11,OUT019,489.4935858165603
FDD09,OUT035,2951.2347819254223
FDR40,OUT045,1368.8205125403704
FDX07,OUT017,3062.8407695389983
FDR07,OUT035,1535.8707571302741
FDA51,OUT017,1944.3447229953913
FDT59,OUT019,570.7080743857559
FDF20,OUT017,3068.186307137805
FDR13,OUT045,1946.7193027251633
FDY26,OUT049,3621.0707632756785
FDW04,OUT017,2016.379695012311
FDK52,OUT017,3777.825744583938
FDN60,OUT049,2550.85297129534
FDM09,OUT019,406.6605438919934
FDP46,OUT049,1462.8929799624543
FDB50,OUT019,170.2419955111155
NCQ29,OUT049,4069.761103747354
FDP16,OUT027,5832.71795780958
FDX33,OUT018,2560.790861294947
FDP07,OUT010,509.1727990416156
FDN22,OUT046,4017.965440402756
FDF39,OUT049,4086.448663773053
FDS21,OUT017,1006.6552505619726
NCM42,OUT013,1578.8522424118246
FDK50,OUT019,378.9434355066852
DRF13,OUT027,4038.637657329698
FDH35,OUT018,2570.3879461422375
FDP60,OUT018,1549.7308944952417
DRJ49,OUT027,2960.8587219898886
NCT42,OUT019,363.4406169582554
FDE38,OUT049,2677.5377980838252
FDI04,OUT049,3076.1717540868513
NCH54,OUT045,2553.2748944783148
FDT56,OUT049,938.1475365911775
DRD15,OUT018,3652.9137073216175
FDV58,OUT013,3068.186307137805
FDP21,OUT049,3066.682759056528
FDH05,OUT013,3790.499349690772
FDR10,OUT027,4227.558133676156
NCP06,OUT045,2484.4689712888717
FDF33,OUT049,1578.8522424118246
DRK37,OUT013,3066.682759056528
DRH49,OUT045,1376.8467724044788
FDT58,OUT013,2662.7069798247367
FDD41,OUT018,1576.3832015940277
FDP40,OUT018,1683.5431721596385
FDM51,OUT027,2893.8573064742122
FDO45,OUT010,198.41419673578812
FDW33,OUT010,240.94141696152215
FDY24,OUT045,917.7015884190713
FDB10,OUT010,571.636576570524
FDM40,OUT035,2035.9258659111074
NCI06,OUT017,3022.9491049907892
FDW12,OUT019,337.8672551330596
FDX48,OUT027,4090.8005417337317
NCW05,OUT027,2900.150422585721
FDX27,OUT017,1535.8707571302741
DRM37,OUT045,3069.190786729243
FDA38,OUT045,3898.459787474212
FDR36,OUT046,675.473642567813
FDZ45,OUT046,3088.5418134104984
FDG05,OUT017,2558.6500492289724
FDK28,OUT013,4078.753798382726
FDV47,OUT045,1423.7555589387086
FDN21,OUT045,2561.670158580718
FDP20,OUT027,2960.8587219898886
FDI35,OUT045,3039.0750360727397
DRY23,OUT013,707.2843149507505
FDA56,OUT017,2010.8403989727276
FDB09,OUT013,2010.8403989727276
NCO26,OUT027,2936.210147929231
FDQ49,OUT018,2522.1209849917063
FDI52,OUT027,2960.502798492395
FDZ44,OUT027,2936.566071426725
FDZ09,OUT018,2570.3879461422375
FDY03,OUT049,1937.88315025387
NCG42,OUT017,2016.379695012311
DRI13,OUT027,5835.830011291508
FDQ32,OUT013,2013.551124364679
FDW16,OUT035,1482.2775937948381
FDU27,OUT046,747.5979808643672
FDR28,OUT010,380.8352687566037
FDQ49,OUT010,378.0834330449777
FDS37,OUT046,1952.234865041014
FDW26,OUT018,3535.1450824036015
FDX12,OUT018,3762.9239249073753
NCP06,OUT013,2485.8141864422
FDW45,OUT010,364.0107334255167
NCN30,OUT049,1535.8707571302741
FDN24,OUT049,875.0974121903739
NCL41,OUT027,964.8560123343606
FDR02,OUT019,259.7921219856378
FDD09,OUT010,447.27078682080014
FDS33,OUT010,199.3163157557038
FDU22,OUT045,2006.3141984550384
FDI53,OUT013,2571.187897963622
DRH01,OUT049,2834.7328378546563
FDX32,OUT013,2067.300310299252
NCP30,OUT018,666.5670874649737
FDB60,OUT045,3066.773138026106
FDB14,OUT049,1516.2286661845264
NCP02,OUT035,920.4360251883589
FDJ10,OUT017,2018.7817796676636
FDG34,OUT046,1683.5431721596385
NCB18,OUT017,1460.8015283536122
FDM16,OUT049,1110.616517668822
FDW25,OUT018,1399.5278785839937
FDB35,OUT010,220.76417200805273
DRN11,OUT013,2113.482347651362
FDF41,OUT019,571.1927219207488
FDH16,OUT045,1465.4995886286151
NCQ50,OUT018,3491.226259440768
DRH23,OUT018,935.8723814035392
DRJ37,OUT013,2488.722904396434
DRJ24,OUT027,5190.682675367453
FDY16,OUT035,3062.8407695389983
FDQ27,OUT045,1576.3832015940277
FDZ33,OUT045,2484.4689712888717
FDF29,OUT045,2016.379695012311
FDA08,OUT049,2571.187897963622
FDG31,OUT046,1129.9243199758496
FDE34,OUT019,466.19771686313476
NCR30,OUT027,1445.907890333175
FDV33,OUT035,4063.9900041188603
DRZ24,OUT018,2010.8403989727276
NCL54,OUT035,2834.7328378546563
FDR12,OUT049,2834.7328378546563
NCC54,OUT046,3880.31085091846
DRN59,OUT013,773.6510949596214
FDX50,OUT019,260.0975923554577
FDV31,OUT027,4768.9251074117
NCA29,OUT027,4400.511416900742
FDW60,OUT049,2861.4091201591723
FDX08,OUT017,3058.4578717505456
DRD49,OUT013,3841.546927655636
FDD33,OUT046,3803.28041324935
FDW35,OUT013,705.8760633981507
FDJ36,OUT017,1576.3832015940277
FDV51,OUT035,2617.112478561009
FDW36,OUT046,1578.8522424118246
FDH35,OUT046,2573.0714589123168
NCS30,OUT027,2960.502798492395
FDN49,OUT017,661.957831860125
FDL08,OUT018,3762.56674497616
FDI09,OUT013,3891.9959071094036
FDP19,OUT018,2016.379695012311
FDU21,OUT010,131.8168366527504
NCP41,OUT045,1578.8522424118246
FDY10,OUT013,1831.405580788374
FDP12,OUT018,659.1023283706506
NCN26,OUT049,1949.5280145029021
FDK44,OUT013,2834.7328378546563
FDC28,OUT049,1590.5082931257077
FDJ41,OUT027,5832.71795780958
NCT29,OUT035,2013.551124364679
NCH42,OUT019,571.5337488557594
FDU60,OUT018,2660.0234670546574
FDS02,OUT045,3066.773138026106
FDC51,OUT046,2010.8403989727276
FDU03,OUT013,3062.8407695389983
FDX39,OUT045,3621.0707632756785
NCY05,OUT010,131.8168366527504
NCL06,OUT027,5832.71795780958
FDD32,OUT035,1286.3241128660918
NCN41,OUT045,2010.8403989727276
NCX53,OUT049,2032.9784342577675
FDU57,OUT019,363.6567869609937
FDQ23,OUT046,1576.3832015940277
FDQ52,OUT045,4007.306910254134
FDC14,OUT045,670.5057690237389
FDY09,OUT035,2861.4091201591723
FDQ28,OUT045,2516.3990357338366
FDV25,OUT046,3723.4889063056153
FDJ07,OUT035,1952.234865041014
DRB25,OUT049,1576.3832015940277
FDK52,OUT019,572.1711385382988
FDY52,OUT027,1418.3245875235416
FDB28,OUT046,3070.603955840942
FDT36,OUT035,662.7345946025035
FDV25,OUT017,3728.844784123596
NCN07,OUT027,2960.8587219898886
FDC57,OUT017,3068.186307137805
FDQ03,OUT018,3705.248982737573
FDU23,OUT017,2662.7069798247367
NCX41,OUT035,3624.3976868679956
NCD06,OUT035,740.4647862940573
FDW08,OUT045,1578.8522424118246
NCU29,OUT017,2481.93059995671
NCE06,OUT013,2561.670158580718
FDV52,OUT010,268.37611538905895
FDB02,OUT017,2858.864167628861
NCR18,OUT045,672.6906601248562
FDK16,OUT049,1535.8707571302741
NCQ29,OUT010,573.4406676580776
FDZ01,OUT019,249.29724557460096
FDW27,OUT035,2548.37858064957
FDD17,OUT018,3713.11843290645
FDW39,OUT013,2858.864167628861
DRH59,OUT045,1092.6981456769697
FDS52,OUT013,1571.6279058275613
FDU40,OUT027,5760.411417012933
NCF54,OUT013,2834.7328378546563
FDH46,OUT045,1576.3832015940277
NCP14,OUT049,1576.3832015940277
FDH50,OUT049,3066.682759056528
DRF15,OUT010,368.075458540031
FDV27,OUT027,2580.7661125280297
NCJ06,OUT049,2010.8403989727276
FDN02,OUT018,3297.8538499177994
FDQ51,OUT049,744.0253136778015
FDQ07,OUT017,3716.012291395565
FDS45,OUT049,1576.3832015940277
NCJ06,OUT045,2010.8403989727276
FDD36,OUT035,1952.234865041014
FDY25,OUT045,3061.4276004272992
FDU52,OUT046,2505.9938063677487
DRK47,OUT017,3775.514288397734
NCL30,OUT017,2016.379695012311
FDN22,OUT035,4020.733594485667
NCF30,OUT027,2960.502798492395
FDK03,OUT035,4034.77787954789
FDT45,OUT017,917.7015884190713
NCC54,OUT027,5832.71795780958
FDP08,OUT018,3068.186307137805
