Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE52,OUT035,1435.9121343750003
NCB54,OUT045,1827.8328454545456
NCF31,OUT035,2286.4132673684203
FDJ08,OUT027,5329.314724444444
NCC07,OUT017,1682.2122382352943
NCD19,OUT027,1378.2631852760749
FDL46,OUT049,1987.2510486486485
FDM20,OUT045,4340.218358415841
NCI06,OUT010,425.93559145299156
DRM11,OUT035,4433.304032653061
NCH07,OUT018,2232.8470218487396
FDS23,OUT013,2142.7435709401716
FDO49,OUT018,713.858654545455
FDS35,OUT049,1103.1862133333332
DRK39,OUT045,1435.9121343750003
DRI39,OUT049,796.6402682539683
FDV04,OUT017,2503.5013364485994
NCN14,OUT035,3384.108064242422
FDH08,OUT013,3643.5197259842535
FDS20,OUT046,3384.108064242422
FDV40,OUT049,1103.1862133333332
FDZ48,OUT010,281.4820818181817
FDS24,OUT027,2517.882088484848
FDK44,OUT049,2552.005235185187
FDS48,OUT045,3053.0998777777772
FDK26,OUT010,482.69954262295073
FDD23,OUT045,3391.5912527272735
NCH54,OUT017,2644.477842708333
NCP14,OUT010,219.21852093023253
FDM60,OUT010,92.67548155339803
FDV24,OUT017,2503.5013364485994
FDH08,OUT018,3327.952582926828
FDS12,OUT027,3242.062071532848
FDR39,OUT027,5329.314724444444
FDP12,OUT027,1378.2631852760749
DRF60,OUT027,6280.890879999996
FDC09,OUT035,1682.2122382352943
FDF50,OUT018,2893.8398258992797
FDG28,OUT035,4340.218358415841
NCE19,OUT017,935.0323883040935
NCM53,OUT010,281.4820818181817
NCN18,OUT049,1879.2570116129027
FDF32,OUT035,3130.004904950496
FDF11,OUT013,3945.4325672131163
DRI59,OUT049,4340.218358415841
NCG54,OUT035,2644.477842708333
FDM44,OUT046,1573.0706258064515
FDT57,OUT018,3327.952582926828
FDV24,OUT046,2503.5013364485994
FDI50,OUT019,584.757764772727
FDS09,OUT035,713.858654545455
NCC31,OUT027,4117.317712631579
FDQ07,OUT019,584.757764772727
FDC22,OUT017,3391.5912527272735
FDZ56,OUT046,2644.477842708333
FDZ40,OUT019,165.91858165137623
FDS46,OUT027,3242.062071532848
DRD24,OUT045,1827.8328454545456
FDV45,OUT017,2939.3484761904765
FDL26,OUT045,3053.0998777777772
FDA56,OUT018,1752.2524400000002
FDN27,OUT046,1922.1493817142866
FDM20,OUT049,4340.218358415841
FDO16,OUT017,1435.9121343750003
FDL03,OUT035,3130.004904950496
FDE58,OUT046,1922.1493817142866
FDI02,OUT027,3242.062071532848
NCC55,OUT019,92.67548155339803
FDR03,OUT018,3327.952582926828
FDB14,OUT017,1284.789766871165
FDR45,OUT013,3945.4325672131163
NCN07,OUT017,2243.669596721312
FDM51,OUT019,219.21852093023253
FDT52,OUT027,6280.890879999996
FDL26,OUT046,3053.0998777777772
NCZ42,OUT046,3945.4325672131163
DRI47,OUT019,346.89728372093043
FDW40,OUT013,2309.200798
FDN34,OUT046,3053.0998777777772
FDS01,OUT035,2778.5893175257743
NCG55,OUT045,1827.8328454545456
FDC11,OUT035,1284.789766871165
FDX35,OUT018,3327.952582926828
NCB06,OUT046,2644.477842708333
FDR09,OUT019,584.757764772727
FDC53,OUT017,1573.0706258064515
FDY45,OUT013,4433.304032653061
FDA22,OUT010,425.93559145299156
FDE02,OUT035,1573.0706258064515
FDW21,OUT045,1461.8437959999997
FDV34,OUT046,1103.1862133333332
FDS59,OUT049,1879.2570116129027
NCW17,OUT017,2243.669596721312
NCK54,OUT046,1922.1493817142866
FDG17,OUT019,584.757764772727
FDG35,OUT017,3259.562084905661
FDD08,OUT010,92.67548155339803
NCO07,OUT017,3643.5197259842535
FDJ10,OUT010,281.4820818181817
FDW36,OUT017,1573.0706258064515
FDW21,OUT010,219.21852093023253
FDY19,OUT017,1922.1493817142866
DRE03,OUT013,798.2176035398229
NCC55,OUT049,677.1027476190474
FDH52,OUT010,165.91858165137623
FDO09,OUT017,4034.300306896551
FDU43,OUT045,4340.218358415841
FDX09,OUT010,425.93559145299156
FDH40,OUT019,219.21852093023253
FDW58,OUT017,1573.0706258064515
FDC47,OUT017,3737.295775182482
NCR41,OUT035,1461.8437959999997
DRG49,OUT035,3737.295775182482
FDC52,OUT027,4117.317712631579
FDY13,OUT046,1103.1862133333332
FDY35,OUT013,507.04640366972495
FDI35,OUT017,3384.108064242422
NCU18,OUT049,2309.200798
FDY33,OUT018,2232.8470218487396
FDC15,OUT027,4117.317712631579
FDU01,OUT049,2752.970934653465
NCU42,OUT046,2649.1102324324324
NCV29,OUT018,3259.562084905661
NCY30,OUT017,3384.108064242422
FDQ46,OUT049,1649.2997859999998
FDG58,OUT027,4117.317712631579
FDK33,OUT017,3643.5197259842535
NCD07,OUT045,1827.8328454545456
NCX29,OUT027,4117.317712631579
NCT42,OUT013,2649.1102324324324
DRN59,OUT035,798.2176035398229
FDI44,OUT035,1284.789766871165
FDA45,OUT049,2552.005235185187
FDP31,OUT045,1103.1862133333332
FDY01,OUT046,1922.1493817142866
FDT09,OUT018,1752.2524400000002
DRH03,OUT027,2517.882088484848
FDA36,OUT018,2752.970934653465
NCF31,OUT017,2286.4132673684203
FDG14,OUT049,2286.4132673684203
FDG28,OUT027,6280.890879999996
FDU14,OUT049,4433.304032653061
FDY47,OUT019,281.4820818181817
FDI56,OUT049,1458.455008053691
DRD01,OUT013,796.6402682539683
FDM22,OUT046,935.0323883040935
FDH33,OUT013,507.04640366972495
DRZ24,OUT013,1922.1493817142866
NCQ38,OUT046,1682.2122382352943
FDO16,OUT027,2517.882088484848
FDU07,OUT027,4117.317712631579
NCB07,OUT013,2893.8398258992797
FDU48,OUT045,1827.8328454545456
NCM43,OUT045,2644.477842708333
FDR31,OUT010,346.89728372093043
DRK49,OUT018,507.04640366972495
NCI30,OUT010,584.757764772727
DRD60,OUT017,3384.108064242422
NCG19,OUT046,3454.0625591549283
FDH12,OUT035,1573.0706258064515
FDM32,OUT035,1284.789766871165
FDM27,OUT035,3053.0998777777772
NCU53,OUT027,4117.317712631579
NCQ18,OUT046,1879.2570116129027
FDS10,OUT013,2552.005235185187
FDB33,OUT027,4117.317712631579
FDI12,OUT013,1435.9121343750003
NCW42,OUT013,4340.218358415841
NCC06,OUT018,1752.2524400000002
FDW02,OUT017,1987.2510486486485
NCD43,OUT017,1682.2122382352943
FDM57,OUT018,1202.6567333333328
FDA58,OUT017,3737.295775182482
FDK56,OUT046,3384.108064242422
FDP52,OUT045,4340.218358415841
FDW20,OUT018,1752.2524400000002
FDS52,OUT049,1573.0706258064515
NCT29,OUT018,1752.2524400000002
NCL54,OUT013,2552.005235185187
FDC05,OUT045,3130.004904950496
FDF34,OUT035,2752.970934653465
FDP03,OUT027,3242.062071532848
FDD32,OUT010,219.21852093023253
FDZ10,OUT045,1827.8328454545456
FDZ40,OUT035,935.0323883040935
FDD51,OUT018,507.04640366972495
NCY30,OUT019,425.93559145299156
FDP58,OUT017,3737.295775182482
FDV49,OUT017,4433.304032653061
FDY24,OUT019,165.91858165137623
NCO55,OUT017,1879.2570116129027
FDR13,OUT017,1922.1493817142866
FDS51,OUT017,935.0323883040935
FDP26,OUT045,1461.8437959999997
NCB54,OUT027,3242.062071532848
FDF32,OUT017,3130.004904950496
FDN31,OUT018,2893.8398258992797
DRM48,OUT017,583.8145788617885
FDN20,OUT049,2453.7477006993013
DRL01,OUT046,3454.0625591549283
FDV56,OUT049,1682.2122382352943
DRH13,OUT027,2517.882088484848
FDA03,OUT017,2453.7477006993013
FDF47,OUT027,5329.314724444444
FDX32,OUT046,3053.0998777777772
FDX57,OUT049,1879.2570116129027
NCA30,OUT045,2939.3484761904765
FDO49,OUT013,713.858654545455
FDL04,OUT019,219.21852093023253
DRM48,OUT035,583.8145788617885
FDR16,OUT013,3454.0625591549283
NCC19,OUT018,2893.8398258992797
NCE42,OUT045,3945.4325672131163
FDY24,OUT017,935.0323883040935
FDH19,OUT049,2778.5893175257743
FDJ46,OUT013,2552.005235185187
FDN45,OUT010,584.757764772727
FDY08,OUT035,2142.7435709401716
FDZ37,OUT035,1435.9121343750003
NCT30,OUT045,798.2176035398229
DRY23,OUT018,507.04640366972495
NCZ30,OUT018,1752.2524400000002
FDC44,OUT018,1752.2524400000002
FDB45,OUT035,1573.0706258064515
FDY04,OUT013,2644.477842708333
FDM27,OUT046,3053.0998777777772
FDZ43,OUT017,4340.218358415841
FDT39,OUT019,346.89728372093043
NCC06,OUT019,281.4820818181817
FDL15,OUT027,4117.317712631579
FDL57,OUT017,4034.300306896551
FDU08,OUT046,1573.0706258064515
FDK40,OUT017,4433.304032653061
FDQ12,OUT010,584.757764772727
FDS48,OUT017,3053.0998777777772
FDP09,OUT045,3643.5197259842535
FDW21,OUT049,1461.8437959999997
FDY25,OUT035,3384.108064242422
DRE13,OUT017,1458.455008053691
FDV43,OUT019,92.67548155339803
FDD22,OUT045,1649.2997859999998
FDM46,OUT019,219.21852093023253
NCO30,OUT010,482.69954262295073
FDM25,OUT046,2778.5893175257743
NCN41,OUT049,1987.2510486486485
FDU24,OUT045,1435.9121343750003
FDZ50,OUT046,3384.108064242422
FDP45,OUT013,4034.300306896551
NCM54,OUT045,1827.8328454545456
FDW10,OUT019,425.93559145299156
FDP20,OUT017,1987.2510486486485
FDK32,OUT046,3053.0998777777772
FDN52,OUT049,1202.6567333333328
FDM58,OUT045,1879.2570116129027
FDZ46,OUT027,3242.062071532848
NCA18,OUT018,1752.2524400000002
FDD35,OUT046,2243.669596721312
NCK31,OUT035,713.858654545455
FDI40,OUT027,2517.882088484848
FDT50,OUT019,219.21852093023253
NCT06,OUT046,3053.0998777777772
FDT31,OUT035,2752.970934653465
FDT45,OUT049,796.6402682539683
FDT13,OUT045,2939.3484761904765
FDO50,OUT045,1284.789766871165
NCU18,OUT010,281.4820818181817
NCR54,OUT049,3130.004904950496
NCO18,OUT018,2778.5893175257743
FDU09,OUT045,935.0323883040935
FDT13,OUT018,2893.8398258992797
FDE09,OUT046,1649.2997859999998
NCK53,OUT019,219.21852093023253
FDG45,OUT049,3454.0625591549283
DRH15,OUT035,677.1027476190474
FDO21,OUT019,584.757764772727
FDD14,OUT027,5329.314724444444
FDC09,OUT046,1682.2122382352943
FDH45,OUT027,1378.2631852760749
FDV32,OUT046,1103.1862133333332
FDG12,OUT035,2243.669596721312
FDS32,OUT013,2309.200798
NCL55,OUT018,3327.952582926828
DRE01,OUT035,3737.295775182482
DRE15,OUT049,1202.6567333333328
NCL42,OUT045,4340.218358415841
FDP31,OUT013,1103.1862133333332
FDN33,OUT018,1202.6567333333328
FDZ59,OUT046,2503.5013364485994
FDE45,OUT010,425.93559145299156
FDJ07,OUT013,1922.1493817142866
FDQ45,OUT018,2752.970934653465
FDM33,OUT027,5329.314724444444
FDO15,OUT010,165.91858165137623
FDM46,OUT013,1458.455008053691
FDR03,OUT045,3945.4325672131163
FDY49,OUT018,2232.8470218487396
FDQ60,OUT045,1827.8328454545456
FDW10,OUT049,3259.562084905661
FDO51,OUT049,677.1027476190474
FDJ40,OUT018,1372.6884907407407
FDS20,OUT018,3384.108064242422
FDU45,OUT013,1922.1493817142866
FDV02,OUT035,2644.477842708333
FDN09,OUT046,3945.4325672131163
NCM55,OUT027,5329.314724444444
FDN23,OUT018,2232.8470218487396
FDY31,OUT010,346.89728372093043
FDW03,OUT010,219.21852093023253
FDD14,OUT046,3384.108064242422
FDV23,OUT017,2142.7435709401716
DRI03,OUT045,2552.005235185187
FDN13,OUT035,1573.0706258064515
FDF45,OUT027,1378.2631852760749
FDU46,OUT035,1435.9121343750003
FDB57,OUT049,3643.5197259842535
FDV12,OUT049,1879.2570116129027
FDQ58,OUT013,2649.1102324324324
NCA18,OUT017,1922.1493817142866
FDH52,OUT049,796.6402682539683
FDM24,OUT018,2232.8470218487396
NCP43,OUT027,5329.314724444444
NCO18,OUT019,425.93559145299156
FDM32,OUT017,1284.789766871165
NCL07,OUT017,583.8145788617885
FDK03,OUT013,4034.300306896551
FDP59,OUT017,1879.2570116129027
FDQ24,OUT049,4433.304032653061
FDQ16,OUT018,1372.6884907407407
FDU44,OUT013,2644.477842708333
FDH28,OUT010,92.67548155339803
FDV28,OUT019,92.67548155339803
FDM22,OUT045,935.0323883040935
FDR56,OUT046,3130.004904950496
FDV39,OUT049,2752.970934653465
FDU37,OUT019,165.91858165137623
FDQ11,OUT010,584.757764772727
FDX02,OUT045,4340.218358415841
NCS42,OUT018,1202.6567333333328
FDY57,OUT027,2517.882088484848
FDB21,OUT049,3454.0625591549283
FDE28,OUT017,3737.295775182482
FDQ55,OUT017,1922.1493817142866
FDA48,OUT049,3454.0625591549283
FDZ19,OUT045,2778.5893175257743
NCC43,OUT045,4034.300306896551
NCV18,OUT046,1458.455008053691
NCA42,OUT018,2232.8470218487396
FDY45,OUT046,4433.304032653061
NCC30,OUT045,2778.5893175257743
FDM57,OUT013,1458.455008053691
FDL09,OUT010,425.93559145299156
FDB09,OUT027,3242.062071532848
FDT44,OUT035,2142.7435709401716
NCT06,OUT027,4117.317712631579
FDX26,OUT049,3384.108064242422
FDK32,OUT013,3053.0998777777772
DRA12,OUT046,2309.200798
FDO46,OUT010,482.69954262295073
FDE52,OUT013,1435.9121343750003
NCH42,OUT045,3643.5197259842535
FDV08,OUT035,677.1027476190474
FDB47,OUT018,3327.952582926828
FDC28,OUT010,281.4820818181817
FDD22,OUT046,1922.1493817142866
FDS07,OUT027,3242.062071532848
DRI13,OUT045,3945.4325672131163
FDG32,OUT018,3327.952582926828
FDU14,OUT017,4433.304032653061
FDD28,OUT019,165.91858165137623
NCP41,OUT017,1682.2122382352943
FDS08,OUT049,2778.5893175257743
FDX47,OUT045,2286.4132673684203
FDC53,OUT019,219.21852093023253
FDQ19,OUT035,3945.4325672131163
FDL14,OUT045,2286.4132673684203
FDM33,OUT019,584.757764772727
FDA51,OUT045,1827.8328454545456
FDZ27,OUT018,713.858654545455
FDT04,OUT046,677.1027476190474
DRC13,OUT049,2243.669596721312
FDR16,OUT027,5329.314724444444
FDQ03,OUT027,6280.890879999996
FDE38,OUT035,2286.4132673684203
DRH23,OUT027,1378.2631852760749
FDT11,OUT019,482.69954262295073
FDD09,OUT035,2552.005235185187
FDR40,OUT045,1435.9121343750003
FDX07,OUT017,3384.108064242422
FDR07,OUT035,1573.0706258064515
FDA51,OUT017,1922.1493817142866
FDT59,OUT019,584.757764772727
FDF20,OUT017,3130.004904950496
FDR13,OUT045,1827.8328454545456
FDY26,OUT049,3945.4325672131163
FDW04,OUT017,1987.2510486486485
FDK52,OUT017,3737.295775182482
FDN60,OUT049,2644.477842708333
FDM09,OUT019,425.93559145299156
FDP46,OUT049,1202.6567333333328
FDB50,OUT019,165.91858165137623
NCQ29,OUT049,4034.300306896551
FDP16,OUT027,6280.890879999996
FDX33,OUT018,2232.8470218487396
FDP07,OUT010,482.69954262295073
FDN22,OUT046,4034.300306896551
FDF39,OUT049,4034.300306896551
FDS21,OUT017,935.0323883040935
NCM42,OUT013,1682.2122382352943
FDK50,OUT019,425.93559145299156
DRF13,OUT027,4117.317712631579
FDH35,OUT018,2232.8470218487396
FDP60,OUT018,1372.6884907407407
DRJ49,OUT027,3242.062071532848
NCT42,OUT019,346.89728372093043
FDE38,OUT049,2286.4132673684203
FDI04,OUT049,3130.004904950496
NCH54,OUT045,2644.477842708333
FDT56,OUT049,796.6402682539683
DRD15,OUT018,3327.952582926828
FDV58,OUT013,2893.8398258992797
FDP21,OUT049,3391.5912527272735
FDH05,OUT013,3454.0625591549283
FDR10,OUT027,4117.317712631579
NCP06,OUT045,2453.7477006993013
FDF33,OUT049,1649.2997859999998
DRK37,OUT013,2893.8398258992797
DRH49,OUT045,1284.789766871165
FDT58,OUT013,2286.4132673684203
FDD41,OUT018,1372.6884907407407
FDP40,OUT018,1372.6884907407407
FDM51,OUT027,2517.882088484848
FDO45,OUT010,219.21852093023253
FDW33,OUT010,219.21852093023253
FDY24,OUT045,935.0323883040935
FDB10,OUT010,584.757764772727
FDM40,OUT035,2309.200798
NCI06,OUT017,3384.108064242422
FDW12,OUT019,346.89728372093043
FDX48,OUT027,4117.317712631579
NCW05,OUT027,2517.882088484848
FDX27,OUT017,1461.8437959999997
DRM37,OUT045,3130.004904950496
FDA38,OUT045,3643.5197259842535
FDR36,OUT046,677.1027476190474
FDZ45,OUT046,3130.004904950496
FDG05,OUT017,2286.4132673684203
FDK28,OUT013,4433.304032653061
FDV47,OUT045,1284.789766871165
FDN21,OUT045,2453.7477006993013
FDP20,OUT027,3242.062071532848
FDI35,OUT045,3384.108064242422
DRY23,OUT013,507.04640366972495
FDA56,OUT017,2243.669596721312
FDB09,OUT013,1987.2510486486485
NCO26,OUT027,3242.062071532848
FDQ49,OUT018,2232.8470218487396
FDI52,OUT027,3242.062071532848
FDZ44,OUT027,3242.062071532848
FDZ09,OUT018,2232.8470218487396
FDY03,OUT049,1922.1493817142866
NCG42,OUT017,1987.2510486486485
DRI13,OUT027,5329.314724444444
FDQ32,OUT013,1987.2510486486485
FDW16,OUT035,1458.455008053691
FDU27,OUT046,798.2176035398229
FDR28,OUT010,425.93559145299156
FDQ49,OUT010,346.89728372093043
FDS37,OUT046,1922.1493817142866
FDW26,OUT018,3327.952582926828
FDX12,OUT018,3327.952582926828
NCP06,OUT013,2453.7477006993013
FDW45,OUT010,346.89728372093043
NCN30,OUT049,1682.2122382352943
FDN24,OUT049,796.6402682539683
NCL41,OUT027,1378.2631852760749
FDR02,OUT019,281.4820818181817
FDD09,OUT010,425.93559145299156
FDS33,OUT010,219.21852093023253
FDU22,OUT045,1827.8328454545456
FDI53,OUT013,2503.5013364485994
DRH01,OUT049,2778.5893175257743
FDX32,OUT013,2309.200798
NCP30,OUT018,507.04640366972495
FDB60,OUT045,3391.5912527272735
FDB14,OUT049,1202.6567333333328
NCP02,OUT035,935.0323883040935
FDJ10,OUT017,2309.200798
FDG34,OUT046,1682.2122382352943
NCB18,OUT017,1458.455008053691
FDM16,OUT049,1103.1862133333332
FDW25,OUT018,1202.6567333333328
FDB35,OUT010,219.21852093023253
DRN11,OUT013,2309.200798
FDF41,OUT019,584.757764772727
FDH16,OUT045,1435.9121343750003
NCQ50,OUT018,3327.952582926828
DRH23,OUT018,796.6402682539683
DRJ37,OUT013,2286.4132673684203
DRJ24,OUT027,5329.314724444444
FDY16,OUT035,3384.108064242422
FDQ27,OUT045,1879.2570116129027
FDZ33,OUT045,2503.5013364485994
FDF29,OUT045,1827.8328454545456
FDA08,OUT049,2286.4132673684203
FDG31,OUT046,1103.1862133333332
FDE34,OUT019,482.69954262295073
NCR30,OUT027,1378.2631852760749
FDV33,OUT035,4034.300306896551
DRZ24,OUT018,1752.2524400000002
NCL54,OUT035,2552.005235185187
FDR12,OUT049,2778.5893175257743
NCC54,OUT046,3454.0625591549283
DRN59,OUT013,798.2176035398229
FDX50,OUT019,281.4820818181817
FDV31,OUT027,5329.314724444444
NCA29,OUT027,4117.317712631579
FDW60,OUT049,3259.562084905661
FDX08,OUT017,3384.108064242422
DRD49,OUT013,3454.0625591549283
FDD33,OUT046,3454.0625591549283
FDW35,OUT013,507.04640366972495
FDJ36,OUT017,1879.2570116129027
FDV51,OUT035,2644.477842708333
FDW36,OUT046,1649.2997859999998
FDH35,OUT046,2453.7477006993013
NCS30,OUT027,3242.062071532848
FDN49,OUT017,677.1027476190474
FDL08,OUT018,3327.952582926828
FDI09,OUT013,3454.0625591549283
FDP19,OUT018,1752.2524400000002
FDU21,OUT010,92.67548155339803
NCP41,OUT045,1682.2122382352943
FDY10,OUT013,1922.1493817142866
FDP12,OUT018,507.04640366972495
NCN26,OUT049,1922.1493817142866
FDK44,OUT013,3259.562084905661
FDC28,OUT049,1461.8437959999997
FDJ41,OUT027,6280.890879999996
NCT29,OUT035,1987.2510486486485
NCH42,OUT019,584.757764772727
FDU60,OUT018,2232.8470218487396
FDS02,OUT045,3391.5912527272735
FDC51,OUT046,2243.669596721312
FDU03,OUT013,3384.108064242422
FDX39,OUT045,4340.218358415841
NCY05,OUT010,92.67548155339803
NCL06,OUT027,6280.890879999996
FDD32,OUT035,1284.789766871165
NCN41,OUT045,1827.8328454545456
NCX53,OUT049,2309.200798
FDU57,OUT019,346.89728372093043
FDQ23,OUT046,1573.0706258064515
FDQ52,OUT045,4433.304032653061
FDC14,OUT045,677.1027476190474
FDY09,OUT035,2778.5893175257743
FDQ28,OUT045,2644.477842708333
FDV25,OUT046,4340.218358415841
FDJ07,OUT035,1922.1493817142866
DRB25,OUT049,1573.0706258064515
FDK52,OUT019,584.757764772727
FDY52,OUT027,1378.2631852760749
FDB28,OUT046,3391.5912527272735
FDT36,OUT035,583.8145788617885
FDV25,OUT017,4340.218358415841
NCN07,OUT027,3242.062071532848
FDC57,OUT017,2939.3484761904765
FDQ03,OUT018,3327.952582926828
FDU23,OUT017,3053.0998777777772
NCX41,OUT035,3945.4325672131163
NCD06,OUT035,798.2176035398229
FDW08,OUT045,1461.8437959999997
NCU29,OUT017,2649.1102324324324
NCE06,OUT013,2503.5013364485994
FDV52,OUT010,281.4820818181817
FDB02,OUT017,3259.562084905661
NCR18,OUT045,677.1027476190474
FDK16,OUT049,1573.0706258064515
NCQ29,OUT010,584.757764772727
FDZ01,OUT019,219.21852093023253
FDW27,OUT035,2503.5013364485994
FDD17,OUT018,3327.952582926828
FDW39,OUT013,2552.005235185187
DRH59,OUT045,1103.1862133333332
FDS52,OUT013,1573.0706258064515
FDU40,OUT027,5329.314724444444
NCF54,OUT013,2778.5893175257743
FDH46,OUT045,1682.2122382352943
NCP14,OUT049,1879.2570116129027
FDH50,OUT049,3384.108064242422
DRF15,OUT010,346.89728372093043
FDV27,OUT027,2517.882088484848
NCJ06,OUT049,2243.669596721312
FDN02,OUT018,3327.952582926828
FDQ51,OUT049,798.2176035398229
FDQ07,OUT017,3737.295775182482
FDS45,OUT049,1682.2122382352943
NCJ06,OUT045,1827.8328454545456
FDD36,OUT035,1922.1493817142866
FDY25,OUT045,3384.108064242422
FDU52,OUT046,2286.4132673684203
DRK47,OUT017,3737.295775182482
NCL30,OUT017,1987.2510486486485
FDN22,OUT035,4034.300306896551
NCF30,OUT027,3242.062071532848
FDK03,OUT035,4034.300306896551
FDT45,OUT017,935.0323883040935
NCC54,OUT027,6280.890879999996
FDP08,OUT018,2893.8398258992797
FDU44,OUT046,2644.477842708333
DRG39,OUT035,935.0323883040935
FDU32,OUT049,2243.669596721312
